sequenceID	source.name	species	serotype	coverage_category	length
LQ870322	ncbi-nuccore-aav-short	Primate1	-	VP	2211
LQ870324	ncbi-nuccore-aav-short	Primate1	-	VP	2211
LQ870326	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
LQ870328	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
LQ870330	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
LQ870332	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
LQ870335	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
LQ870338	ncbi-nuccore-aav-short	Primate1	-	VP	2217
LQ870339	ncbi-nuccore-aav-short	Primate1	-	VP	2208
LQ870342	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
LQ870344	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
LQ870346	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
LQ870349	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2214
LQ870351	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
LQ870355	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
LQ870357	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
LQ870360	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
LQ870364	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
LQ870368	ncbi-nuccore-aav-short	Primate1	-	VP	2208
LQ870370	ncbi-nuccore-aav-short	Primate1	-	VP	2208
LQ870372	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
LQ870374	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
LQ870376	ncbi-nuccore-aav-short	Primate1	-	VP	2205
LQ870382	ncbi-nuccore-aav-short	Primate1	-	VP	2208
LQ870385	ncbi-nuccore-aav-short	Primate1	-	VP	2205
LQ870388	ncbi-nuccore-aav-short	Primate1	-	VP	2208
LQ870390	ncbi-nuccore-aav-short	Primate1	-	VP	2217
LQ870396	ncbi-nuccore-aav-short	Primate1	-	VP	2208
LQ870398	ncbi-nuccore-aav-short	Primate1	-	VP	2208
LQ870401	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
LQ870405	ncbi-nuccore-aav-short	Primate1	-	VP	2208
LQ870406	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
LQ870407	ncbi-nuccore-aav-short	Primate1	-	VP	2208
LQ870408	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
LQ870410	ncbi-nuccore-aav-short	Primate1	-	VP	2208
LQ870468	ncbi-nuccore-aav-short	Primate1	-	VP	2196
LQ870470	ncbi-nuccore-aav-short	Primate1	-	VP	2196
LQ870472	ncbi-nuccore-aav-short	Primate1	-	VP	2196
LQ870479	ncbi-nuccore-aav-short	Primate1	-	VP	2501
LQ870480	ncbi-nuccore-aav-short	Primate1	-	VP	2187
LQ870496	ncbi-nuccore-aav-short	Primate1	-	VP	2489
LQ870500	ncbi-nuccore-aav-short	Primate1	-	full_genome	2969
LQ870506	ncbi-nuccore-aav-short	Primate1	-	VP	1933
LQ870521	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
LQ870523	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
LQ870526	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
LQ870527	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2211
LQ870529	ncbi-nuccore-aav-short	Primate1	-	VP	2214
LQ870531	ncbi-nuccore-aav-short	Primate1	-	VP	2214
LQ870533	ncbi-nuccore-aav-short	Primate1	-	VP	2217
LQ870535	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2217
LQ870541	ncbi-nuccore-aav-short	Primate1	-	VP	2214
LQ870542	ncbi-nuccore-aav-short	Primate1	-	VP	2217
LQ870544	ncbi-nuccore-aav-short	Primate1	-	VP	2217
LQ870546	ncbi-nuccore-aav-short	Primate1	-	VP	2217
LQ870548	ncbi-nuccore-aav-short	Primate1	-	VP	2217
LQ870551	ncbi-nuccore-aav-short	Primate1	-	VP	2217
LQ870553	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2214
LQ870555	ncbi-nuccore-aav-short	Primate1	-	VP	2214
LQ870557	ncbi-nuccore-aav-short	Primate1	-	VP	2208
LQ870559	ncbi-nuccore-aav-short	Primate1	-	VP	2217
LQ870561	ncbi-nuccore-aav-short	Primate1	-	VP	2217
LQ870564	ncbi-nuccore-aav-short	Primate1	-	VP	2217
LQ870566	ncbi-nuccore-aav-short	Primate1	-	VP	2208
LQ870569	ncbi-nuccore-aav-short	Primate1	-	VP	2217
LQ870570	ncbi-nuccore-aav-short	Primate1	-	VP	2214
LQ870572	ncbi-nuccore-aav-short	Primate1	-	VP	2217
LQ870577	ncbi-nuccore-aav-short	Primate1	-	VP	2214
LQ870579	ncbi-nuccore-aav-short	Primate1	-	VP	2214
LQ870582	ncbi-nuccore-aav-short	Primate1	-	VP	2217
LQ870584	ncbi-nuccore-aav-short	Primate1	-	VP	2214
LQ870586	ncbi-nuccore-aav-short	Primate1	-	VP	2217
LQ870589	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
LQ870597	ncbi-nuccore-aav-short	Mammalian1	BAAV	VP	1803
LQ870598	ncbi-nuccore-aav-short	Mammalian1	BAAV	VP	1617
LQ870599	ncbi-nuccore-aav-short	Mammalian1	BAAV	NS	1173
LQ870600	ncbi-nuccore-aav-short	Mammalian1	BAAV	NS	1833
LQ870601	ncbi-nuccore-aav-short	Mammalian1	BAAV	VP	2211
LQ904147	ncbi-nuccore-aav-short	Primate1	-	-	130
LQ904148	ncbi-nuccore-aav-short	Primate1	AAV2	-	131
LQ945046	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
LQ945047	ncbi-nuccore-aav-short	Primate1	AAV4	VP	2205
LQ999778	ncbi-nuccore-aav-short	Primate1	-	-	144
LQ999779	ncbi-nuccore-aav-short	Primate1	-	-	145
LV470170	ncbi-nuccore-aav-short	Primate1	-	VP	284
LV472790	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
LV472791	ncbi-nuccore-aav-short	Primate1	-	-	183
LV472792	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	2203
LV472793	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1876
LV481495	ncbi-nuccore-aav-short	Primate1	-	VP	2208
LV481496	ncbi-nuccore-aav-short	Primate1	-	VP	2211
LV481497	ncbi-nuccore-aav-short	Primate1	-	VP	2214
LV481498	ncbi-nuccore-aav-short	Primate1	-	VP	2214
LV481499	ncbi-nuccore-aav-short	Primate1	-	VP	2214
LV481500	ncbi-nuccore-aav-short	Primate1	-	VP	2214
LV481501	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2211
LV481502	ncbi-nuccore-aav-short	Primate1	-	VP	2205
LV481503	ncbi-nuccore-aav-short	Primate1	AAV3	VP	2205
LV481504	ncbi-nuccore-aav-short	Primate1	-	VP	2211
LV747819	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
LV747820	ncbi-nuccore-aav-short	Primate1	AAV4	VP	2205
LX153625	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1876
LX153649	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	2175
LX153658	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	2175
LX275634	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	2172
LX275635	ncbi-nuccore-aav-short	Mammalian1	CAAV	VP	2181
LY330754	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
LY330755	ncbi-nuccore-aav-short	Primate1	AAV4	VP	2205
LY408677	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1876
LY408701	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	2175
LY408710	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	2175
LY669095	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
LY669096	ncbi-nuccore-aav-short	Primate1	-	-	145
LY743645	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
LY748299	ncbi-nuccore-aav-short	Primate1	-	-	127
LY748304	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
LY762062	ncbi-nuccore-aav-short	-	-	-	810
LY762064	ncbi-nuccore-aav-short	-	-	-	564
LY829623	ncbi-nuccore-aav-short	Primate1	-	VP	2211
LY833196	ncbi-nuccore-aav-short	Primate1	AAV4	VP	1800
LY833197	ncbi-nuccore-aav-short	Primate1	AAV4	VP	2208
LY833198	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1872
LY833199	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1611
LY833200	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1872
LY833201	ncbi-nuccore-aav-short	Primate1	AAV4	VP	1617
LY833202	ncbi-nuccore-aav-short	Primate1	AAV4	NS	939
LY833203	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1197
LY833204	ncbi-nuccore-aav-short	-	-	-	245
LY833205	ncbi-nuccore-aav-short	Primate1	-	-	129
LY833206	ncbi-nuccore-aav-short	Primate1	AAV4	-	125
LY833229	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2213
LY833406	ncbi-nuccore-aav-short	Mammalian1	BAAV	VP	1803
LY833407	ncbi-nuccore-aav-short	Mammalian1	BAAV	VP	1617
LY833408	ncbi-nuccore-aav-short	Mammalian1	BAAV	NS	1173
LY833409	ncbi-nuccore-aav-short	Mammalian1	BAAV	NS	1833
LY833410	ncbi-nuccore-aav-short	Mammalian1	BAAV	VP	2211
LY981046	ncbi-nuccore-aav-short	Primate1	-	-	141
LY981047	ncbi-nuccore-aav-short	Primate1	-	-	141
LY981049	ncbi-nuccore-aav-short	Primate1	-	-	141
LY994176	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1932
LY994274	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1260
LY994275	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1932
LZ233293	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
LZ233294	ncbi-nuccore-aav-short	Primate1	AAV2	-	144
LZ950359	ncbi-nuccore-aav-short	-	-	-	145
LZ950375	ncbi-nuccore-aav-short	Primate1	-	VP	2217
LZ950376	ncbi-nuccore-aav-short	Primate1	-	VP	2214
LZ950377	ncbi-nuccore-aav-short	Primate1	-	VP	2217
LZ950378	ncbi-nuccore-aav-short	Primate1	-	VP	2217
LZ950379	ncbi-nuccore-aav-short	Primate1	-	VP	2217
LZ950380	ncbi-nuccore-aav-short	Primate1	-	VP	2217
LZ950381	ncbi-nuccore-aav-short	Primate1	-	VP	2217
LZ990134	ncbi-nuccore-aav-short	Primate1	-	-	144
LZ990135	ncbi-nuccore-aav-short	Primate1	-	-	145
M10681	ncbi-nuccore-aav-short	Primate1	-	-	145
MA152552	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
MA152553	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
MA152554	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	2175
MA152555	ncbi-nuccore-aav-short	Primate1	-	VP	2211
MA152556	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2214
MA152557	ncbi-nuccore-aav-short	Primate1	AAV8	VP	1908
MA152558	ncbi-nuccore-aav-short	Primate1	-	VP	2211
MA256270	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
MA256271	ncbi-nuccore-aav-short	Primate1	AAV4	VP	2205
MA262451	ncbi-nuccore-aav-short	Primate1	AAV2	-	125
MA345028	ncbi-nuccore-aav-short	-	-	-	222
MA363570	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MA363571	ncbi-nuccore-aav-short	Primate1	-	VP	2211
MA363572	ncbi-nuccore-aav-short	Primate1	-	VP	2214
MA363573	ncbi-nuccore-aav-short	Primate1	-	VP	2214
MA363574	ncbi-nuccore-aav-short	Primate1	-	VP	2214
MA363575	ncbi-nuccore-aav-short	Primate1	-	VP	2214
MA363576	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2211
MA363577	ncbi-nuccore-aav-short	Primate1	-	VP	2205
MA363578	ncbi-nuccore-aav-short	Primate1	AAV3	VP	2205
MA393514	ncbi-nuccore-aav-short	Primate1	AAV2	-	130
MA393522	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
MA393523	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
MA393524	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2217
MA404412	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
MA630389	ncbi-nuccore-aav-short	-	-	-	1491
MA630390	ncbi-nuccore-aav-short	-	-	-	888
MA630838	ncbi-nuccore-aav-short	-	-	-	1386
MA630839	ncbi-nuccore-aav-short	-	-	-	1386
MA630841	ncbi-nuccore-aav-short	Primate1	-	-	141
MA630842	ncbi-nuccore-aav-short	-	-	-	321
MA630843	ncbi-nuccore-aav-short	-	-	-	397
MA630845	ncbi-nuccore-aav-short	-	-	-	1438
MA630847	ncbi-nuccore-aav-short	-	-	-	228
MA630848	ncbi-nuccore-aav-short	Primate1	AAV2	-	108
MA630850	ncbi-nuccore-aav-short	-	-	-	307
MA630851	ncbi-nuccore-aav-short	-	-	-	813
MA630852	ncbi-nuccore-aav-short	-	-	-	668
MA630853	ncbi-nuccore-aav-short	-	-	full_genome	2824
MA765428	ncbi-nuccore-aav-short	-	-	-	2052
MA765429	ncbi-nuccore-aav-short	-	-	-	2052
MA900575	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	2172
MA900576	ncbi-nuccore-aav-short	Mammalian1	CAAV	VP	2181
MB001261	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
MB001262	ncbi-nuccore-aav-short	Primate1	-	-	183
MB001263	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	2203
MB001264	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1876
MB013132	ncbi-nuccore-aav-short	Primate1	AAV9	VP	1877
MB405789	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2208
MB405790	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2205
MB405791	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB405795	ncbi-nuccore-aav-short	Primate1	AAV3	-	125
MB405796	ncbi-nuccore-aav-short	Primate1	AAV3	-	125
MB405797	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1611
MB418472	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
MB418475	ncbi-nuccore-aav-short	Primate1	-	VP	255
MB418476	ncbi-nuccore-aav-short	Primate1	-	VP	258
MB418477	ncbi-nuccore-aav-short	Primate1	-	VP	255
MB418478	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
MB418481	ncbi-nuccore-aav-short	Primate1	-	VP	1933
MB418482	ncbi-nuccore-aav-short	Primate1	-	VP	1933
MB418483	ncbi-nuccore-aav-short	Primate1	-	VP	1933
MB418484	ncbi-nuccore-aav-short	Primate1	-	VP	1933
MB418485	ncbi-nuccore-aav-short	Primate1	-	VP	1933
MB418488	ncbi-nuccore-aav-short	Primate1	AAV3	VP	2211
MB418490	ncbi-nuccore-aav-short	Primate1	AAV3	VP	2211
MB418492	ncbi-nuccore-aav-short	Primate1	AAV4	VP	1800
MB418493	ncbi-nuccore-aav-short	Primate1	AAV4	VP	2208
MB418494	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1872
MB418495	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1611
MB418496	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1872
MB418497	ncbi-nuccore-aav-short	Primate1	AAV4	VP	1617
MB418498	ncbi-nuccore-aav-short	Primate1	AAV4	NS	939
MB418499	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1197
MB418500	ncbi-nuccore-aav-short	-	-	-	245
MB418501	ncbi-nuccore-aav-short	Primate1	-	-	129
MB418502	ncbi-nuccore-aav-short	Primate1	AAV4	-	125
MB418505	ncbi-nuccore-aav-short	Primate1	-	VP	2495
MB418506	ncbi-nuccore-aav-short	Primate1	-	VP	2504
MB418514	ncbi-nuccore-aav-short	Primate1	-	VP	2370
MB418515	ncbi-nuccore-aav-short	Primate1	AAV4	VP	2205
MB418519	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	2175
MB418520	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418522	ncbi-nuccore-aav-short	Primate1	-	VP	2211
MB418523	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2214
MB418525	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2214
MB418526	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2217
MB418527	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2213
MB418529	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2217
MB418534	ncbi-nuccore-aav-short	Primate1	-	VP	2211
MB418535	ncbi-nuccore-aav-short	Primate1	-	VP	2460
MB418546	ncbi-nuccore-aav-short	Primate1	-	VP	2187
MB418550	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418551	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418552	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418553	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418554	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418559	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418561	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418562	ncbi-nuccore-aav-short	Primate1	-	VP	2217
MB418567	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418568	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418569	ncbi-nuccore-aav-short	Primate1	-	VP	2209
MB418570	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418571	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418572	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418573	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418574	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418575	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418576	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418577	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418578	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418579	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418580	ncbi-nuccore-aav-short	Primate1	-	VP	2211
MB418581	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418582	ncbi-nuccore-aav-short	Primate1	-	VP	2211
MB418583	ncbi-nuccore-aav-short	Primate1	-	VP	2211
MB418584	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
MB418585	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
MB418586	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
MB418587	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
MB418588	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
MB418589	ncbi-nuccore-aav-short	Primate1	-	VP	2217
MB418590	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418591	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
MB418592	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
MB418593	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
MB418594	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2214
MB418595	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
MB418596	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
MB418597	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
MB418598	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
MB418599	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
MB418600	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418601	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418602	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
MB418603	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
MB418604	ncbi-nuccore-aav-short	Primate1	-	VP	2205
MB418607	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418609	ncbi-nuccore-aav-short	Primate1	-	VP	2205
MB418611	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418612	ncbi-nuccore-aav-short	Primate1	-	VP	2217
MB418615	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418616	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418617	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
MB418618	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418619	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
MB418620	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418621	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
MB418622	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418651	ncbi-nuccore-aav-short	Primate1	-	VP	2196
MB418652	ncbi-nuccore-aav-short	Primate1	-	VP	2196
MB418653	ncbi-nuccore-aav-short	Primate1	-	VP	2196
MB418656	ncbi-nuccore-aav-short	Primate1	-	VP	2501
MB418657	ncbi-nuccore-aav-short	Primate1	-	VP	2187
MB418662	ncbi-nuccore-aav-short	Primate1	-	VP	2489
MB418664	ncbi-nuccore-aav-short	Primate1	-	full_genome	2969
MB418667	ncbi-nuccore-aav-short	Primate1	-	VP	1933
MB418674	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
MB418675	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
MB418676	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
MB418677	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2211
MB418678	ncbi-nuccore-aav-short	Primate1	-	VP	2214
MB418679	ncbi-nuccore-aav-short	Primate1	-	VP	2214
MB418680	ncbi-nuccore-aav-short	Primate1	-	VP	2217
MB418681	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2217
MB418682	ncbi-nuccore-aav-short	Primate1	-	VP	2214
MB418683	ncbi-nuccore-aav-short	Primate1	-	VP	2217
MB418684	ncbi-nuccore-aav-short	Primate1	-	VP	2217
MB418685	ncbi-nuccore-aav-short	Primate1	-	VP	2217
MB418686	ncbi-nuccore-aav-short	Primate1	-	VP	2217
MB418687	ncbi-nuccore-aav-short	Primate1	-	VP	2217
MB418688	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2214
MB418689	ncbi-nuccore-aav-short	Primate1	-	VP	2214
MB418690	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418691	ncbi-nuccore-aav-short	Primate1	-	VP	2217
MB418692	ncbi-nuccore-aav-short	Primate1	-	VP	2217
MB418693	ncbi-nuccore-aav-short	Primate1	-	VP	2217
MB418694	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB418695	ncbi-nuccore-aav-short	Primate1	-	VP	2217
MB418696	ncbi-nuccore-aav-short	Primate1	-	VP	2214
MB418697	ncbi-nuccore-aav-short	Primate1	-	VP	2217
MB418698	ncbi-nuccore-aav-short	Primate1	-	VP	2214
MB418699	ncbi-nuccore-aav-short	Primate1	-	VP	2214
MB418700	ncbi-nuccore-aav-short	Primate1	-	VP	2217
MB418701	ncbi-nuccore-aav-short	Primate1	-	VP	2214
MB418702	ncbi-nuccore-aav-short	Primate1	-	VP	2217
MB418703	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
MB418704	ncbi-nuccore-aav-short	Mammalian1	BAAV	VP	1803
MB418705	ncbi-nuccore-aav-short	Mammalian1	BAAV	VP	1617
MB418706	ncbi-nuccore-aav-short	Mammalian1	BAAV	NS	1173
MB418707	ncbi-nuccore-aav-short	Mammalian1	BAAV	NS	1833
MB418708	ncbi-nuccore-aav-short	Mammalian1	BAAV	VP	2211
MB420185	ncbi-nuccore-aav-short	Primate1	-	-	130
MB420186	ncbi-nuccore-aav-short	Primate1	-	-	141
MB420187	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2214
MB420188	ncbi-nuccore-aav-short	Primate1	-	VP	2229
MB444591	ncbi-nuccore-aav-short	Primate1	-	VP	2217
MB445798	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
MB445799	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
MB445800	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	2175
MB445801	ncbi-nuccore-aav-short	Primate1	-	VP	2211
MB445802	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2214
MB445803	ncbi-nuccore-aav-short	Primate1	AAV8	VP	1908
MB445804	ncbi-nuccore-aav-short	Primate1	-	VP	2211
MB458235	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MB458236	ncbi-nuccore-aav-short	Primate1	-	VP	2211
MB458237	ncbi-nuccore-aav-short	Primate1	-	VP	2214
MB458238	ncbi-nuccore-aav-short	Primate1	-	VP	2214
MB458239	ncbi-nuccore-aav-short	Primate1	-	VP	2214
MB458240	ncbi-nuccore-aav-short	Primate1	-	VP	2214
MB458241	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2211
MB458242	ncbi-nuccore-aav-short	Primate1	-	VP	2205
MB458243	ncbi-nuccore-aav-short	Primate1	AAV3	VP	2205
MB458244	ncbi-nuccore-aav-short	Primate1	-	VP	2211
MB458245	ncbi-nuccore-aav-short	Primate1	-	VP	2211
MB460799	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
MB460800	ncbi-nuccore-aav-short	Primate1	-	-	145
MB474849	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
MB474850	ncbi-nuccore-aav-short	Primate1	-	-	145
MD224987	ncbi-nuccore-aav-short	Primate1	AAV2	-	130
MD224995	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
MD224996	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
MD224997	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2217
MD230068	ncbi-nuccore-aav-short	Primate1	-	-	142
MD230072	ncbi-nuccore-aav-short	Primate1	AAV3	-	146
MD407694	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
MD407695	ncbi-nuccore-aav-short	Primate1	AAV4	VP	2205
MD729636	ncbi-nuccore-aav-short	-	-	-	2052
MH107866	ncbi-nuccore-aav-short	-	-	VP	279
MH107867	ncbi-nuccore-aav-short	Mammalian1	-	VP	142
MN765166	ncbi-nuccore-aav-short	Primate1	-	VP	1972
MN765183	ncbi-nuccore-aav-short	Primate1	-	NS	2049
MN765184	ncbi-nuccore-aav-short	Primate1	-	NS	2060
MN765185	ncbi-nuccore-aav-short	Primate1	-	full_genome	2936
MP049331	ncbi-nuccore-aav-short	Primate1	-	-	119
MP049332	ncbi-nuccore-aav-short	Primate1	AAV2	-	130
MP163785	ncbi-nuccore-aav-short	Primate1	-	VP	2208
MP163787	ncbi-nuccore-aav-short	Primate1	-	VP	2211
MP163789	ncbi-nuccore-aav-short	Primate1	-	VP	2214
MP163791	ncbi-nuccore-aav-short	Primate1	-	VP	2214
MP163793	ncbi-nuccore-aav-short	Primate1	-	VP	2214
MP163795	ncbi-nuccore-aav-short	Primate1	-	VP	2214
MP163797	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2211
MP163799	ncbi-nuccore-aav-short	Primate1	-	VP	2205
MP163801	ncbi-nuccore-aav-short	Primate1	AAV3	VP	2205
MP163818	ncbi-nuccore-aav-short	Primate1	-	VP	2211
MP240014	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2217
MP242827	ncbi-nuccore-aav-short	Primate1	-	-	127
MP242828	ncbi-nuccore-aav-short	Primate1	AAV2	-	123
MP245769	ncbi-nuccore-aav-short	Primate1	AAV2	-	165
MP245770	ncbi-nuccore-aav-short	Primate1	AAV2	-	143
MP245775	ncbi-nuccore-aav-short	Primate1	-	-	122
